Eb/N0,Es/N0,sigma,be,fe,fn,BER,FER,sim_time_s,time_per_frame_s,Sim_thr_Mbps
0,-24.0824,11.3137,224,50,51,0.137255,0.980392,16.3228,0.320056,0.0999826
2,-22.0824,8.9868,104,50,54,0.0601852,0.925926,13.7216,0.254104,0.125933
4,-20.0824,7.13847,62,50,91,0.0212912,0.549451,20.7915,0.228478,0.140058
6,-18.0824,5.67029,50,50,295,0.00529661,0.169492,64.7193,0.219388,0.145861
8,-16.0824,4.50407,50,50,5122,0.000305057,0.00976181,1121.84,0.219025,0.146102
